X,Y,MSAGComm
-71.40562634,41.84281701,PROVIDENCE
-71.44422017,41.83081576,PROVIDENCE
-71.44401973,41.82951991,PROVIDENCE
-71.4438236,41.82830607,PROVIDENCE
-71.44366397,41.82727275,PROVIDENCE
-71.44346373,41.82604335,PROVIDENCE
-71.44430526,41.8336115,PROVIDENCE
-71.44439761,41.83496408,PROVIDENCE
-71.44452393,41.83643577,PROVIDENCE
-71.44463449,41.83749213,PROVIDENCE
-71.44477359,41.83890034,PROVIDENCE
-71.42028611,41.82435397,PROVIDENCE
-71.41486135,41.82147263,PROVIDENCE
-71.41547826,41.82194494,PROVIDENCE
-71.41792721,41.82289747,PROVIDENCE
-71.41892632,41.82352484,PROVIDENCE
-71.42354994,41.8144716,PROVIDENCE
-71.43064976,41.85404694,PROVIDENCE
-71.44501278,41.84121487,PROVIDENCE
-71.44491007,41.84008068,PROVIDENCE
-71.4454516,41.84715015,PROVIDENCE
-71.44532179,41.8457559,PROVIDENCE
-71.44519387,41.84436385,PROVIDENCE
-71.48117029,41.71912652,WARWICK
-71.48246961,41.71958106,WARWICK
-71.48015249,41.71880994,WARWICK
-71.47853013,41.71818311,WARWICK
-71.47830625,41.71855966,WARWICK
-71.47772845,41.72261161,WARWICK
-71.47729283,41.72356476,WARWICK
-71.4765564,41.72297511,WARWICK
-71.47583677,41.72224749,WARWICK
-71.47520023,41.72316297,WARWICK
-71.47503246,41.72406599,WARWICK
-71.47524976,41.72496911,WARWICK
-71.47603618,41.72626116,WARWICK
-71.47851249,41.72543423,WARWICK
-71.47836451,41.72524197,WARWICK
-71.4780834,41.72476874,WARWICK
-71.54316531,41.68491199,COVENTRY
-71.54221502,41.680915,COVENTRY
-71.53995903,41.68640205,COVENTRY
-71.54451429,41.67947805,COVENTRY
-71.54129604,41.68209362,COVENTRY
-71.53981021,41.68415815,COVENTRY
-71.5466992,41.68981053,COVENTRY
-71.54253228,41.68538284,COVENTRY
-71.54483113,41.68653239,COVENTRY
-71.54243125,41.68356342,COVENTRY
-71.54077204,41.68585446,COVENTRY
-71.54539455,41.68530188,COVENTRY
-71.54554351,41.68728739,COVENTRY
-71.54612214,41.6909695,COVENTRY
-71.54466267,41.69037798,COVENTRY
-71.54571785,41.6925186,COVENTRY
-71.54470323,41.68850617,COVENTRY
-71.54843853,41.68879229,COVENTRY
-71.54771967,41.68605505,COVENTRY
-71.54835905,41.69295524,COVENTRY
-71.54619271,41.69375497,COVENTRY
-71.5468562,41.69485268,COVENTRY
-71.546976,41.6932585,COVENTRY
-71.54750416,41.68708672,COVENTRY
-71.54987859,41.68542587,COVENTRY
-71.53750187,41.68070994,COVENTRY
-71.53816247,41.67956421,COVENTRY
-71.53511152,41.68066731,COVENTRY
-71.53604624,41.67947531,COVENTRY
-71.53412762,41.67970449,COVENTRY
-71.53623513,41.67834283,COVENTRY
-71.53517775,41.67660219,COVENTRY
-71.60075891,41.67365775,COVENTRY
-71.60139092,41.66563958,COVENTRY
-71.5987103,41.67579874,COVENTRY
-71.60090223,41.66801925,COVENTRY
-71.5970358,41.67222282,COVENTRY
-71.6024541,41.66134232,COVENTRY
-71.60085875,41.67486047,COVENTRY
-71.59470296,41.67477147,COVENTRY
-71.59579625,41.67577996,COVENTRY
-71.5990666,41.67304657,COVENTRY
-71.60362455,41.67653309,COVENTRY
-71.60174904,41.66373094,COVENTRY
-71.60329639,41.67481399,COVENTRY
-71.59701861,41.67325407,COVENTRY
-71.59788378,41.67159605,COVENTRY
-71.58915767,41.67827909,COVENTRY
-71.59804239,41.68586136,COVENTRY
-71.59107762,41.67755064,COVENTRY
-71.59360466,41.6776801,COVENTRY
-71.60088596,41.67889021,COVENTRY
-71.59752165,41.68415658,COVENTRY
-71.60461866,41.67057694,COVENTRY
-71.60207221,41.677807,COVENTRY
-71.59838797,41.67942626,COVENTRY
-71.59630901,41.67688443,COVENTRY
-71.60276383,41.6725979,COVENTRY
-71.59629512,41.68126242,COVENTRY
-71.59681874,41.68279367,COVENTRY
-71.59906574,41.67823945,COVENTRY
-71.60172082,41.67664328,COVENTRY
-71.59649889,41.67817072,COVENTRY
-71.59407123,41.68213994,COVENTRY
-71.59095014,41.68262516,COVENTRY
-71.59260488,41.67669797,COVENTRY
-71.59559119,41.67973096,COVENTRY
-71.59433348,41.68085786,COVENTRY
-71.59035607,41.68058969,COVENTRY
-71.59114582,41.67860327,COVENTRY
-71.59388535,41.67954303,COVENTRY
-71.59244821,41.68114414,COVENTRY
-71.60059106,41.68980499,COVENTRY
-71.60024858,41.69215782,COVENTRY
-71.59995701,41.69096905,COVENTRY
-71.60196076,41.69155159,COVENTRY
-71.59714272,41.69301978,COVENTRY
-71.59720842,41.68821785,COVENTRY
-71.59863556,41.69257149,COVENTRY
-71.59567423,41.69011798,COVENTRY
-71.59694373,41.69212388,COVENTRY
-71.59791181,41.68991307,COVENTRY
-71.5392029,41.68261,COVENTRY
-71.54249037,41.68191472,COVENTRY
-71.54341566,41.68148808,COVENTRY
-71.54396978,41.68285842,COVENTRY
-71.60560322,41.67183882,COVENTRY
-71.6117167,41.67495154,COVENTRY
-71.60937625,41.67354225,COVENTRY
-71.60319097,41.66936869,COVENTRY
-71.60477172,41.66938348,COVENTRY
-71.61234344,41.67670789,COVENTRY
-71.54264447,41.69826232,COVENTRY
-71.53782632,41.70504792,COVENTRY
-71.53977999,41.70016748,COVENTRY
-71.5405455,41.69943121,COVENTRY
-71.53849267,41.70401851,COVENTRY
-71.54181116,41.70082666,COVENTRY
-71.53896923,41.69906998,COVENTRY
-71.54087895,41.69783262,COVENTRY
-71.54231384,41.69918539,COVENTRY
-71.54872367,41.69516444,COVENTRY
-71.53771776,41.70005951,COVENTRY
-71.53636413,41.69640582,COVENTRY
-71.53395522,41.69659814,COVENTRY
-71.53435568,41.69912732,COVENTRY
-71.53487738,41.70328833,COVENTRY
-71.54264312,41.70090692,COVENTRY
-71.53543561,41.70714541,COVENTRY
-71.54360808,41.69796318,COVENTRY
-71.54762437,41.69628423,COVENTRY
-71.53513144,41.70537352,COVENTRY
-71.53592393,41.6980474,COVENTRY
-71.53466754,41.70145505,COVENTRY
-71.53700131,41.70076485,COVENTRY
-71.53669382,41.69949886,COVENTRY
-71.53552144,41.69544027,COVENTRY
-71.53371242,41.70847241,COVENTRY
-71.53528687,41.71220135,COVENTRY
-71.53480884,41.71133542,COVENTRY
-71.53686356,41.70752832,COVENTRY
-71.5353537,41.71058038,COVENTRY
-71.53448765,41.70025278,COVENTRY
-71.53380362,41.70383739,COVENTRY
-71.53414279,41.69785242,COVENTRY
-71.55572843,41.72864779,COVENTRY
-71.55978426,41.72813755,COVENTRY
-71.54944419,41.72262139,COVENTRY
-71.55206272,41.72576522,COVENTRY
-71.55389904,41.72557264,COVENTRY
-71.55623608,41.72986164,SCITUATE
-71.5535391,41.7241609,COVENTRY
-71.55899233,41.72750123,COVENTRY
-71.55766399,41.72635796,COVENTRY
-71.55593902,41.72504762,COVENTRY
-71.55203988,41.72898587,COVENTRY
-71.55110727,41.72360948,COVENTRY
-71.55723645,41.7287544,COVENTRY
-71.56624723,41.70500899,COVENTRY
-71.55962275,41.70581515,COVENTRY
-71.56290904,41.70701706,COVENTRY
-71.56024302,41.70465896,COVENTRY
-71.56439563,41.70401901,COVENTRY
-71.56668183,41.70410513,COVENTRY
-71.56121506,41.70735366,COVENTRY
-71.56429165,41.70641654,COVENTRY
-71.5624646,41.70418084,COVENTRY
-71.56137284,41.71025953,COVENTRY
-71.56862182,41.70526246,COVENTRY
-71.56591959,41.71186315,COVENTRY
-71.56806312,41.71371942,COVENTRY
-71.5632865,41.71142019,COVENTRY
-71.57024137,41.71305127,COVENTRY
-71.57053193,41.71084238,COVENTRY
-71.55032507,41.70993563,COVENTRY
-71.548831,41.71107389,COVENTRY
-71.54921148,41.71339785,COVENTRY
-71.54999987,41.70800021,COVENTRY
-71.55053548,41.71340155,COVENTRY
-71.54887918,41.70906736,COVENTRY
-71.55182076,41.70902198,COVENTRY
-71.55461029,41.70899795,COVENTRY
-71.53369441,41.69147352,COVENTRY
-71.53386551,41.68532745,COVENTRY
-71.53496364,41.69292894,COVENTRY
-71.53597812,41.69364896,COVENTRY
-71.54490995,41.69475641,COVENTRY
-71.53336703,41.68347453,COVENTRY
-71.53432248,41.68841423,COVENTRY
-71.53727105,41.69434239,COVENTRY
-71.55027136,41.69885325,COVENTRY
-71.55769841,41.69435732,COVENTRY
-71.55688471,41.69708099,COVENTRY
-71.55790935,41.69636743,COVENTRY
-71.54792251,41.6985056,COVENTRY
-71.5474964,41.69778643,COVENTRY
-71.54880899,41.69911241,COVENTRY
-71.55529955,41.6959042,COVENTRY
-71.55149441,41.70094599,COVENTRY
-71.55779605,41.69791237,COVENTRY
-71.55590135,41.69822967,COVENTRY
-71.55249468,41.70289151,COVENTRY
-71.53974424,41.71267217,COVENTRY
-71.55102906,41.71838505,COVENTRY
-71.56242468,41.72754803,COVENTRY
-71.55687737,41.71072152,COVENTRY
-71.55902745,41.72202769,COVENTRY
-71.56012809,41.72445813,COVENTRY
-71.5583228,41.71955683,COVENTRY
-71.55834798,41.71131481,COVENTRY
-71.55783847,41.71543256,COVENTRY
-71.55822448,41.72146197,COVENTRY
-71.55897617,41.71284322,COVENTRY
-71.54818974,41.70724629,COVENTRY
-71.54755006,41.69938725,COVENTRY
-71.54952723,41.70264332,COVENTRY
-71.54282447,41.70654395,COVENTRY
-71.54582103,41.70309703,COVENTRY
-71.54094693,41.70791006,COVENTRY
-71.54699636,41.70482193,COVENTRY
-71.54912213,41.70509844,COVENTRY
-71.55052719,41.70241567,COVENTRY
-71.5441092,41.70208942,COVENTRY
-71.54393588,41.69320064,COVENTRY
-71.53717049,41.6953766,COVENTRY
-71.54309348,41.68802048,COVENTRY
-71.5417378,41.6884681,COVENTRY
-71.54284322,41.69258071,COVENTRY
-71.54566984,41.69730137,COVENTRY
-71.55289664,41.69451509,COVENTRY
-71.54018971,41.69530821,COVENTRY
-71.54460768,41.69743421,COVENTRY
-71.55169546,41.69485011,COVENTRY
-71.5503153,41.69486417,COVENTRY
-71.54175177,41.69033906,COVENTRY
-71.53860492,41.69532887,COVENTRY
-71.54697977,41.69697064,COVENTRY
-71.54863276,41.71628282,COVENTRY
-71.54958223,41.71724941,COVENTRY
-71.54666896,41.69531616,COVENTRY
-71.55512798,41.69314829,COVENTRY
-71.5575146,41.70198995,COVENTRY
-71.55553944,41.70424666,COVENTRY
-71.55138774,41.69347168,COVENTRY
-71.54136139,41.69588357,COVENTRY
-71.55251388,41.6932804,COVENTRY
-71.55401522,41.69389213,COVENTRY
-71.54229487,41.69670698,COVENTRY
-71.55758795,41.69982031,COVENTRY
-71.54874069,41.6977148,COVENTRY
-71.59481785,41.68727102,COVENTRY
-71.60532482,41.69299605,COVENTRY
-71.60512552,41.69092779,COVENTRY
-71.60291679,41.68212781,COVENTRY
-71.6028029,41.68753407,COVENTRY
-71.60480885,41.68878011,COVENTRY
-71.60129978,41.68507294,COVENTRY
-71.60073169,41.68320829,COVENTRY
-71.59989756,41.68140192,COVENTRY
-71.59602752,41.70283956,COVENTRY
-71.59901174,41.71303008,COVENTRY
-71.59900409,41.71076978,COVENTRY
-71.59807898,41.70764491,COVENTRY
-71.59735759,41.70501287,COVENTRY
-71.59972768,41.71409449,COVENTRY
-71.61591722,41.68158249,COVENTRY
-71.61064522,41.67190543,COVENTRY
-71.61355476,41.67861068,COVENTRY
-71.60142598,41.66977359,COVENTRY
-71.59586983,41.69307716,COVENTRY
-71.53586005,41.71282518,COVENTRY
-71.53852405,41.7087074,COVENTRY
-71.54121941,41.7027568,COVENTRY
-71.56014803,41.69554546,COVENTRY
-71.55744843,41.70689835,COVENTRY
-71.55746383,41.70439872,COVENTRY
-71.55740209,41.70871348,COVENTRY
-71.55829009,41.71346383,COVENTRY
-71.53674084,41.70266759,COVENTRY
-71.53695911,41.71141278,COVENTRY
-71.5388451,41.71137467,COVENTRY
-71.55630651,41.69238134,COVENTRY
-71.53784425,41.67654353,COVENTRY
-71.55122854,41.7035658,COVENTRY
-71.5387876,41.70156745,COVENTRY
-71.54618712,41.71023004,COVENTRY
-71.59435439,41.67402721,COVENTRY
-71.5928583,41.67494099,COVENTRY
-71.24398723,41.62023131,PORTSMOUTH
-71.23402019,41.62462196,PORTSMOUTH
-71.23012213,41.62425374,PORTSMOUTH
-71.23092394,41.62592666,PORTSMOUTH
-71.23306443,41.62668523,PORTSMOUTH
-71.22868239,41.62519711,PORTSMOUTH
-71.22942715,41.62308063,PORTSMOUTH
-71.22718172,41.62361393,PORTSMOUTH
-71.23168506,41.62385344,PORTSMOUTH
-71.22948906,41.62541446,PORTSMOUTH
-71.23364316,41.62769305,PORTSMOUTH
-71.23222958,41.6223668,PORTSMOUTH
-71.22976061,41.62721441,PORTSMOUTH
-71.22557153,41.623575,PORTSMOUTH
-71.22856345,41.62285885,PORTSMOUTH
-71.22171034,41.62395901,PORTSMOUTH
-71.22082001,41.62469384,PORTSMOUTH
-71.22042768,41.63632905,PORTSMOUTH
-71.2447467,41.6022174,PORTSMOUTH
-71.24381354,41.60452553,PORTSMOUTH
-71.24280142,41.60124829,PORTSMOUTH
-71.24345727,41.6003939,PORTSMOUTH
-71.24526924,41.59921739,PORTSMOUTH
-71.24822782,41.59854307,PORTSMOUTH
-71.24533764,41.60006284,PORTSMOUTH
-71.24572177,41.6231512,PORTSMOUTH
-71.24622923,41.6224988,PORTSMOUTH
-71.23385251,41.62364247,PORTSMOUTH
-71.24980466,41.60771767,PORTSMOUTH
-71.23254158,41.62552473,PORTSMOUTH
-71.23312049,41.62221607,PORTSMOUTH
-71.232436,41.62453722,PORTSMOUTH
-71.22919318,41.62825806,PORTSMOUTH
-71.242671,41.60601444,PORTSMOUTH
-71.24149053,41.60752724,PORTSMOUTH
-71.24282504,41.60912475,PORTSMOUTH
-71.24468164,41.60595963,PORTSMOUTH
-71.2447373,41.60770964,PORTSMOUTH
-71.53850298,41.69039448,COVENTRY
-71.53841602,41.69165303,COVENTRY
-71.53721277,41.68750558,COVENTRY
-71.53777429,41.69171738,COVENTRY
-71.53818424,41.6909436,COVENTRY
-71.53668997,41.69094808,COVENTRY
-71.53874091,41.69409331,COVENTRY
-71.53851681,41.6928736,COVENTRY
-71.53880468,41.69399762,COVENTRY
-71.53906293,41.68997579,COVENTRY
-71.53738845,41.68827175,COVENTRY
-71.53941522,41.69085035,COVENTRY
-71.53963936,41.69268237,COVENTRY
-71.53780165,41.6897861,COVENTRY
-71.53824511,41.69203791,COVENTRY
-71.53999741,41.6946347,COVENTRY
-71.53937661,41.69517031,COVENTRY
-71.53974673,41.69320388,COVENTRY
-71.26131502,41.54248685,PORTSMOUTH
-71.26161522,41.54105765,PORTSMOUTH
-71.25831165,41.54445232,PORTSMOUTH
-71.26000687,41.5415285,PORTSMOUTH
-71.22816889,41.62911538,PORTSMOUTH
-71.25812115,41.54038898,PORTSMOUTH
-71.25509634,41.55198442,PORTSMOUTH
-71.23769747,41.54981355,PORTSMOUTH
-71.24431566,41.54909413,PORTSMOUTH
-71.24639297,41.5488016,PORTSMOUTH
-71.2432052,41.54877566,PORTSMOUTH
-71.24444891,41.55146198,PORTSMOUTH
-71.24292774,41.55216941,PORTSMOUTH
-71.23842398,41.55498577,PORTSMOUTH
-71.23644809,41.55224593,PORTSMOUTH
-71.23597208,41.55275261,PORTSMOUTH
-71.23981346,41.55000642,PORTSMOUTH
-71.24172496,41.55219059,PORTSMOUTH
-71.23615486,41.54965443,PORTSMOUTH
-71.23665317,41.5474065,PORTSMOUTH
-71.24011771,41.54799004,PORTSMOUTH
-71.23816191,41.55140885,PORTSMOUTH
-71.24112689,41.5745429,PORTSMOUTH
-71.23700927,41.57444294,PORTSMOUTH
-71.23876724,41.5780269,PORTSMOUTH
-71.24187417,41.57818117,PORTSMOUTH
-71.24541384,41.57763339,PORTSMOUTH
-71.24634271,41.57541535,PORTSMOUTH
-71.23828681,41.57570682,PORTSMOUTH
-71.24272599,41.57614274,PORTSMOUTH
-71.2405745,41.57699876,PORTSMOUTH
-71.24238204,41.57208358,PORTSMOUTH
-71.24002318,41.56976755,PORTSMOUTH
-71.23994108,41.57143244,PORTSMOUTH
-71.24436638,41.57378706,PORTSMOUTH
-71.239258,41.57250696,PORTSMOUTH
-71.24479636,41.57185109,PORTSMOUTH
-71.23814527,41.56780275,PORTSMOUTH
-71.25347779,41.53838206,PORTSMOUTH
-71.23198963,41.52385879,PORTSMOUTH
-71.25242055,41.58342564,PORTSMOUTH
-71.25991024,41.53869627,PORTSMOUTH
-71.25604385,41.58264541,PORTSMOUTH
-71.25645015,41.54116347,PORTSMOUTH
-71.23424604,41.52806445,PORTSMOUTH
-71.23116431,41.52641983,PORTSMOUTH
-71.23781918,41.51803653,PORTSMOUTH
-71.25008543,41.5365094,PORTSMOUTH
-71.24287099,41.52279957,PORTSMOUTH
-71.23385465,41.51925373,PORTSMOUTH
-71.26464387,41.53889986,PORTSMOUTH
-71.23954014,41.52186656,PORTSMOUTH
-71.26244575,41.53883839,PORTSMOUTH
-71.25655638,41.53856107,PORTSMOUTH
-71.24514652,41.53171442,PORTSMOUTH
-71.23050852,41.64240251,PORTSMOUTH
-71.2849251,41.55895212,PORTSMOUTH
-71.25904249,41.57833593,PORTSMOUTH
-71.25506353,41.57164613,PORTSMOUTH
-71.28396368,41.55654655,PORTSMOUTH
-71.26323206,41.5578181,PORTSMOUTH
-71.25722604,41.57195161,PORTSMOUTH
-71.25508071,41.57326373,PORTSMOUTH
-71.28396579,41.55294728,PORTSMOUTH
-71.24369688,41.57593767,PORTSMOUTH
-71.24890479,41.59211736,PORTSMOUTH
-71.2467476,41.58044646,PORTSMOUTH
-71.24328464,41.58268091,PORTSMOUTH
-71.24867054,41.57877746,PORTSMOUTH
-71.24837819,41.57946284,PORTSMOUTH
-71.24436099,41.58099335,PORTSMOUTH
-71.24466602,41.59628439,PORTSMOUTH
-71.24413395,41.5750516,PORTSMOUTH
-71.24667394,41.58218646,PORTSMOUTH
-71.24630671,41.59260425,PORTSMOUTH
-71.24741409,41.58967863,PORTSMOUTH
-71.25008973,41.58698326,PORTSMOUTH
-71.24961243,41.59479675,PORTSMOUTH
-71.24414303,41.58940035,PORTSMOUTH
-71.24846674,41.58460749,PORTSMOUTH
-71.24986131,41.59309653,PORTSMOUTH
-71.24564202,41.58691165,PORTSMOUTH
-71.24834939,41.61090975,PORTSMOUTH
-71.25062682,41.61111785,PORTSMOUTH
-71.24760606,41.59473931,PORTSMOUTH
-71.27250976,41.59190992,PORTSMOUTH
-71.24896779,41.6016798,PORTSMOUTH
-71.2433065,41.62370793,PORTSMOUTH
-71.28245775,41.58895054,PORTSMOUTH
-71.27479878,41.59271293,PORTSMOUTH
-71.25289646,41.57174302,PORTSMOUTH
-71.26182034,41.62363519,PORTSMOUTH
-71.25258118,41.63511133,PORTSMOUTH
-71.24851087,41.63641033,PORTSMOUTH
-71.25802341,41.62665295,PORTSMOUTH
-71.27235069,41.59717332,PORTSMOUTH
-71.26662475,41.59556295,PORTSMOUTH
-71.27203124,41.59503229,PORTSMOUTH
-71.27372167,41.57593718,PORTSMOUTH
-71.26600091,41.58065373,PORTSMOUTH
-71.26555274,41.57856697,PORTSMOUTH
-71.26647913,41.57880093,PORTSMOUTH
-71.27053661,41.57504143,PORTSMOUTH
-71.26899156,41.5790561,PORTSMOUTH
-71.26813758,41.58033104,PORTSMOUTH
-71.26791772,41.57683866,PORTSMOUTH
-71.26961355,41.57402551,PORTSMOUTH
-71.26458069,41.57624411,PORTSMOUTH
-71.26654495,41.57572825,PORTSMOUTH
-71.26084414,41.57198724,PORTSMOUTH
-71.25947682,41.575849,PORTSMOUTH
-71.25299115,41.57840115,PORTSMOUTH
-71.25825381,41.57633749,PORTSMOUTH
-71.2543458,41.58175496,PORTSMOUTH
-71.26581515,41.570426,PORTSMOUTH
-71.26349537,41.57033095,PORTSMOUTH
-71.26150043,41.57060894,PORTSMOUTH
-71.26379038,41.57236224,PORTSMOUTH
-71.26196319,41.57415965,PORTSMOUTH
-71.25653072,41.58014621,PORTSMOUTH
-71.25375631,41.57870742,PORTSMOUTH
-71.25387295,41.58360428,PORTSMOUTH
-71.26298492,41.57998941,PORTSMOUTH
-71.26100747,41.55813701,PORTSMOUTH
-71.28253469,41.55724218,PORTSMOUTH
-71.25362653,41.57438494,PORTSMOUTH
-71.26194119,41.55976838,PORTSMOUTH
-71.26580936,41.55652932,PORTSMOUTH
-71.24375913,41.58645914,PORTSMOUTH
-71.2273022,41.64261354,PORTSMOUTH
-71.24981672,41.58100214,PORTSMOUTH
-71.27198575,41.56050118,PORTSMOUTH
-71.26888747,41.56096715,PORTSMOUTH
-71.26537011,41.56041589,PORTSMOUTH
-71.27535551,41.56054429,PORTSMOUTH
-71.25869609,41.55900966,PORTSMOUTH
-71.25463902,41.60652117,PORTSMOUTH
-71.2570183,41.60415865,PORTSMOUTH
-71.247707,41.57315565,PORTSMOUTH
-71.25397514,41.60540587,PORTSMOUTH
-71.25778753,41.60291881,PORTSMOUTH
-71.24199696,41.61197554,PORTSMOUTH
-71.25325306,41.60310037,PORTSMOUTH
-71.24376287,41.61419512,PORTSMOUTH
-71.22153568,41.63935811,PORTSMOUTH
-71.21993811,41.63932146,PORTSMOUTH
-71.21854609,41.63962829,PORTSMOUTH
-71.24869075,41.63278187,PORTSMOUTH
-71.25241372,41.63554221,PORTSMOUTH
-71.21815988,41.64161398,PORTSMOUTH
-71.25632208,41.63373093,PORTSMOUTH
-71.21770874,41.64052415,PORTSMOUTH
-71.21992801,41.6339808,PORTSMOUTH
-71.28277959,41.55393185,PORTSMOUTH
-71.25952338,41.56805002,PORTSMOUTH
-71.25919797,41.56283346,PORTSMOUTH
-71.28105896,41.54863352,PORTSMOUTH
-71.28843248,41.56299803,PORTSMOUTH
-71.2600598,41.56550253,PORTSMOUTH
-71.29128947,41.56020107,PORTSMOUTH
-71.25507837,41.56259476,PORTSMOUTH
-71.28938789,41.55902868,PORTSMOUTH
-71.28705983,41.56059576,PORTSMOUTH
-71.29359371,41.56190382,PORTSMOUTH
-71.25902897,41.57076475,PORTSMOUTH
-71.28988601,41.56102482,PORTSMOUTH
-71.27517219,41.5974028,PORTSMOUTH
-71.25700096,41.62707596,PORTSMOUTH
-71.25903309,41.62498181,PORTSMOUTH
-71.26955353,41.59693,PORTSMOUTH
-71.27422491,41.59563413,PORTSMOUTH
-71.25869781,41.62239942,PORTSMOUTH
-71.24998971,41.62603679,PORTSMOUTH
-71.2521568,41.63629829,PORTSMOUTH
-71.25320368,41.6083659,PORTSMOUTH
-71.24984789,41.61660653,PORTSMOUTH
-71.24767237,41.61366764,PORTSMOUTH
-71.25690052,41.55925157,PORTSMOUTH
-71.25802039,41.56289268,PORTSMOUTH
-71.28430993,41.56762715,PORTSMOUTH
-71.24484957,41.62553122,PORTSMOUTH
-71.28669072,41.56441744,PORTSMOUTH
-71.25606349,41.56183058,PORTSMOUTH
-71.25825656,41.56526607,PORTSMOUTH
-71.27153206,41.57298805,PORTSMOUTH
-71.28489115,41.56598513,PORTSMOUTH
-71.24919329,41.61891746,PORTSMOUTH
-71.29148121,41.56838152,PORTSMOUTH
-71.29094187,41.56784359,PORTSMOUTH
-71.26282053,41.55207605,PORTSMOUTH
-71.26124301,41.55288911,PORTSMOUTH
-71.25983386,41.55387663,PORTSMOUTH
-71.2605517,41.55175208,PORTSMOUTH
-71.24450527,41.61881491,PORTSMOUTH
-71.29070788,41.56884792,PORTSMOUTH
-71.28857139,41.56825119,PORTSMOUTH
-71.26138676,41.55458598,PORTSMOUTH
-71.26061639,41.55474743,PORTSMOUTH
-71.2582818,41.55380309,PORTSMOUTH
-71.25896735,41.55144277,PORTSMOUTH
-71.25699393,41.59299669,PORTSMOUTH
-71.25993335,41.61061164,PORTSMOUTH
-71.25837597,41.61130915,PORTSMOUTH
-71.25395195,41.59488499,PORTSMOUTH
-71.26979297,41.58328848,PORTSMOUTH
-71.27434077,41.58514971,PORTSMOUTH
-71.27884092,41.57910795,PORTSMOUTH
-71.2872243,41.57335649,PORTSMOUTH
-71.25127545,41.61785738,PORTSMOUTH
-71.23796493,41.53260276,PORTSMOUTH
-71.23972243,41.55265893,PORTSMOUTH
-71.24645434,41.530427,PORTSMOUTH
-71.26848683,41.54432422,PORTSMOUTH
-71.24202205,41.53261437,PORTSMOUTH
-71.25920365,41.53669276,PORTSMOUTH
-71.23383703,41.52112311,PORTSMOUTH
-71.26175009,41.53750935,PORTSMOUTH
-71.24021172,41.53532585,PORTSMOUTH
-71.24632013,41.54627915,PORTSMOUTH
-71.24746567,41.5287165,PORTSMOUTH
-71.24777237,41.53082427,PORTSMOUTH
-71.25263785,41.59851476,PORTSMOUTH
-71.23565957,41.52858225,PORTSMOUTH
-71.25110855,41.59836992,PORTSMOUTH
-71.27563994,41.59877661,PORTSMOUTH
-71.27421008,41.59918271,PORTSMOUTH
-71.2632918,41.61689238,PORTSMOUTH
-71.27181336,41.60300431,PORTSMOUTH
-71.2585278,41.62076273,PORTSMOUTH
-71.27295184,41.60258908,PORTSMOUTH
-71.27154105,41.59909743,PORTSMOUTH
-71.26100017,41.60011606,PORTSMOUTH
